model,rag,sample_id,is_impossible,gold_question,gold_answer,gen_question,gen_answer,inf_time_sec,rougeL,bleu,chrf,bertscore_f1,cosine_sim,a_in_ctx_ratio,answer_exact_match,answer_rougeL
ViT5-base,RAG,12,False,Các lãnh chúa nắm thứ gì trong tay bắt mọi người phải nghe theo?,mọi quyền quyết định tôn giáo nào thần dân của họ phải theo,question: Nhà nước Chăm-pa ra đời vào khoảng thời gian nào? answer: khoảng thế kỉ VII TCN,question: Nhà nước Chăm-pa ra đời vào khoảng thời gian nào? answer: khoảng thế kỉ VII TCN,3.8896,0.2553,0.0,13.599,0.6315,0.286,0.0,0.0,0.25
ViT5-base,RAG,13,False,Nêu đặc trưng xã hội của người bản địa Canada?,"Các đặc trưng của các xã hội Thổ dân Canada gồm có các khu định cư thường xuyên, nông nghiệp, kết cấu phân tầng xã hội phức tạp, và các mạng lưới mậu dịch",question: Những người dân bản địa sinh sống lâu đời ở vùng duyên hải và một phần cao nguyên miền Trung là những người nào? answer: người nói tiếng Môn-Khmer,"question: Điều kiện tự nhiên của văn minh Phù Nam là gì? answer: sông Ấn và sông Hằng tạo ra những điều kiện tự nhiên thuận lợi cho sự phát triển của kinh tế, chính trị, xã hội và dân cư",6.6937,0.2424,0.0,17.6124,0.7105,0.4578,0.0,0.0,0.2833
ViT5-base,RAG,14,False,Mục đích của thần học là gì?,"nhắm tới thiết lập và đào sâu những kinh nghiệm và khái niệm, sử dụng những điều đó để đi tìm bằng chứng cho việc các hữu thể tồn tại và phát triển như thế nào, cuối cùng là đi đến việc khám phá những điều huyền bí","question: Những điều gì được tìm thấy trong văn minh văn lang? answer: những tranh luận, lập luận liên quan đến Thiên Chúa","question: Những điều gì được tìm thấy trong triết học tôn giáo, tâm lý tôn giáo và thần kinh học? answer: những tranh luận, lập luận liên quan đến Thiên Chúa",5.9432,0.1702,0.0,6.6856,0.6533,0.5074,0.0,0.0,0.2992
ViT5-base,RAG,15,False,Gà tây được xem như món ăn chính vào dịp lễ nào ở Mỹ?,Tạ ơn hay Giáng sinh,"question: Nguồn lương thực chủ yếu của cư dân Phù Nam là gì? answer: lúa gạo và các loại rau, củ, quả","question: Nguồn lương thực chủ yếu của cư dân Phù Nam là gì? answer: lúa gạo và các loại rau, củ, quả",5.0767,0.1961,0.0,9.3898,0.665,0.4658,0.0,0.0,0.1053
ViT5-base,RAG,16,False,Kết quả của cuộc bầu cử tổng thống năm 1936 là gì?,"Roosevelt và Garner chiến thắng với tỉ lệ 60,8% phiếu bầu phổ thông và chiến thắng gần như ở tất cả các tiểu bang, trừ Maine và Vermont",question: Nguyên nhân dẫn tới thắng lợi của Cách mạng Tháng Tám năm 1945 là gì? answer: Sự lãnh đạo đúng đắn của Đảng Cộng sản Đông Dương đứng đầu là Chủ tịch Hồ Chí Minh,question: Nguyên nhân dẫn tới thắng lợi của Cách mạng Tháng Tám năm 1945 là gì? answer: Sự lãnh đạo đúng đắn của Đảng Cộng sản Đông Dương đứng đầu là Chủ tịch Hồ Chí Minh,6.7625,0.3014,0.0,17.1486,0.7126,0.4447,0.0,0.0,0.2553
ViT5-base,RAG,17,False,Nam Ossetia sống trong cảnh hòa bình đến năm nào?,2004,question: Tổ chức nào đã thành lập một phái bộ ở Gruzia? answer: Tổ chức An ninh và Hợp tác châu Âu (OSCE),question: Tổ chức nào đã thành lập một phái bộ ở Gruzia? answer: Tổ chức An ninh và Hợp tác châu Âu (OSCE),4.8459,0.1277,0.0,12.7085,0.6843,0.332,0.0,0.0,0.0
ViT5-base,RAG,18,False,Có những thứ gì liên quan đến thần học?,"Bất cứ thắc mắc hay câu hỏi có liên quan đến những điều thiêng liêng như thần linh, ma quỷ, thiên đàng, hỏa ngục","question: Người chết có bốn kiểu táng là gì? answer: thuỷ táng thì đem quẳng xác xuống sông, hoả táng thì đem thiêu xác, thổ táng thì đào huyệt mà chôn, còn điểu táng thì vứt xác ra ngoài đồng","question: Người chết có bốn kiểu táng là gì? answer: thuỷ táng thì đem quẳng xác xuống sông, hoả táng thì đem thiêu xác, thổ táng thì đào huyệt mà chôn, còn điểu táng thì vứt xác ra ngoài đồng",7.3657,0.1867,0.0,11.8235,0.589,0.2428,0.0,0.0,0.26
ViT5-base,RAG,19,False,"Trước khi trở thành vợ của Fraklin Delano Roosevelt, Anna Eleanor Roosevelt và Fraklin có mối quan hệ đặc biệt gì?",Cả hai đều là hậu duệ của một người Hà Lan tên Claes Martensz van Rosenvelt (Roosevelt) đến vùng đất New Amsterdam (nay là Manhattan của thành phố New York) từ Hà Lan trong thập niên 1640,"question: Năm 1076, vua Lý cho mở khoa thi đầu tiên để tuyển chọn nhân tài là năm nào? answer: Năm 1076","question: Năm 1076, vua Lý cho mở khoa thi đầu tiên để tuyển chọn nhân tài là năm nào? answer: Năm 1076",6.1906,0.0714,0.0,10.3913,0.6226,0.2517,0.0,0.0,0.1818
ViT5-base,RAG,20,False,"Cuộc bầu cử tổng thống Hoa Kỳ năm 2008, ai là người đã dành chiến thắng tại Texas?",John McCain,"question: Những người đỗ đầu trong kì thi Đình là ai? answer: Nguyễn Hiển, Lê Văn Hưu, Mạc Đĩnh Chi","question: Những người đỗ đầu trong kì thi Đình là ai? answer: Nguyễn Hiển, Lê Văn Hưu, Mạc Đĩnh Chi",4.9303,0.2642,0.0,16.0927,0.6696,0.2198,0.0,0.0,0.0
ViT5-base,RAG,21,False,Tổng thống Roosevelt đã có những thành tựu gì trong sự nghiệp chính trị của mình?,"Là tổng thống Hoa Kỳ duy nhất được bầu hơn hai nhiệm kỳ, ông tạo ra một liên minh bền vững giúp tái tổ chức nền chính trị Hoa Kỳ trong nhiều thập niên","question: Ý nghĩa lịch sử của Cách mạng Tháng Tám là gì? answer: mở ra bước ngoặt lớn của dân tộc: đập tan ách cai trị hơn 80 năm của thực dân Pháp và 5 năm của phát xít Nhật, chấm dứt vĩnh viễn chế độ quân chủ ở Việt Nam","question: Ý nghĩa lịch sử của Cách mạng Tháng Tám là gì? answer: mở ra bước ngoặt lớn của dân tộc: đập tan ách cai trị hơn 80 năm của thực dân Pháp và 5 năm của phát xít Nhật, chấm dứt vĩnh viễn chế độ quân chủ ở Việt Nam",9.272,0.2353,0.0,14.6109,0.6524,0.3543,0.0,0.0,0.2748
ViT5-base,RAG,22,False,Hòa ước Westfalen được viết năm nào?,năm 1648,question: Các cuộc khởi nghĩa nông dân diễn ra vào thời gian nào? answer: cuối thế kỷ 15 và đầu thế kỷ 16,question: Các cuộc khởi nghĩa nông dân diễn ra vào thời gian nào? answer: cuối thế kỷ 15 và đầu thế kỷ 16,5.7659,0.2222,0.0,11.6436,0.6861,0.4565,0.0,0.0,0.0541
ViT5-base,RAG,23,False,"Tại Mông Cổ, ngoài người Khalkha thì còn có những ai?","Buryat, Durbet Mông Cổ và các nhóm khác ở phía bắc và Dariganga Mông Cổ",question: Người Turk chiếm bao nhiêu phần trăm dân số Mông Cổ? answer: 90%,question: Người Turk chiếm bao nhiêu phần trăm dân số Mông Cổ? answer: 90%,3.6783,0.2105,0.0,18.6161,0.6987,0.6524,0.0,0.0,0.2857
ViT5-base,RAG,24,False,"Vì sao những người theo quốc hội chống lại vua được gọi là ""kẻ đầu tròn""?",họ cắt tóc thật sát,"question: Những công việc nào thuộc về Lục bộ? answer: Lại, Hộ, Lễ, Binh, Hình, Công","question: Vào năm 1625, Sác-lơ I lên làm vua với chức vụ gì? answer: chức Trấn phủ sứ và Trấn phủ phó sứ",6.036,0.3265,0.0,13.9231,0.6424,0.2616,0.0,0.0,0.1395
ViT5-base,RAG,25,False,Sau sự kiện gì thì A Nhĩ Thản Hãn quyết định đưa phật giáo Tây Tạng đến Mông Cổ?,A Nhĩ Thản Hãn gặp Đạt Lai Lạt Ma vào năm 1578,"question: Văn minh Đại Việt bước đầu được định hình thông qua điều gì? answer: công cuộc củng cố chính quyền, phát triển kinh tế và văn hoá",question: Vào khoảng thời gian nào thì nước Văn Lang được ra đời? answer: khoảng thế kỉ VII TCN,6.1505,0.2286,0.0,15.1351,0.6622,0.3821,0.0,0.0,0.2273
ViT5-base,RAG,26,False,Gandhi yêu cầu điều gì để ủng hộ người Anh trong cuộc chiến?,họ cho ông thấy cách áp dụng mục đích của cuộc chiến tại Ấn Độ sau chiến tranh,question: Sự kiện nào đã diễn ra vào năm 1939? answer: Đức Quốc Xã xâm lấn Ba Lan,question: Sự kiện nào đã diễn ra vào năm 1939? answer: Đức Quốc Xã xâm lấn Ba Lan,5.8934,0.1395,0.0,7.1744,0.71,0.2459,0.0,0.0,0.1569
ViT5-base,RAG,27,False,Lượng mưa trung bình tại cực tây của Texas là bao nhiêu mm?,220 mm,question: Điều kiện tự nhiên Văn Lang - Âu Lạc được hình thành trên khu vực nào? answer: lưu vực châu thổ sông Cửu Long,question: Đặc điểm khí hậu của vùng Nam Âu là gì? answer: chịu ảnh hưởng của khí hậu nhiệt đới gió mùa,4.3325,0.2,0.0,16.041,0.6385,0.2147,0.0,0.0,0.0
ViT5-base,RAG,28,False,Những nhà thờ Công giáo Rôma dược gọi là gì?,plaza,question: Tôn giáo nào lâu đời nhất tại Puerto Rico? answer: Công giáo Rôma,question: Tôn giáo nào lâu đời nhất tại Puerto Rico? answer: Công giáo Rôma,5.8257,0.359,0.0,30.301,0.7061,0.5961,0.0,0.0,0.0
ViT5-base,RAG,29,False,Theo như Văn phòng Giải trình Chính phủ báo cáo thì có bao nhiêu chất độc ảnh hưởng đến sinh nở đã tiếp xúc với các binh lính?,21,"question: Vì sao các cuộc kháng chiến không thành công? answer: do: - Lực lượng địch quá mạnh, có ưu thế tuyệt đối về quân số, vũ khí, phương tiện chiến tranh","question: Vì sao các cuộc kháng chiến không thành công? answer: do: - Lực lượng địch quá mạnh, có ưu thế tuyệt đối về quân số, vũ khí, phương tiện chiến tranh",7.4011,0.2727,0.0,15.5035,0.6557,0.3314,0.0,0.0,0.0
ViT5-base,RAG,30,False,Ai đã thay Louis XIV điều hành Paris?,Jean-Baptiste,question: Thời gian trị vì của vua Louis XV là bao lâu? answer: 24 lần,question: Thời gian trị vì của vua Louis XV là bao lâu? answer: 24 lần,4.4801,0.1429,0.0,17.0898,0.7051,0.6556,0.0,0.0,0.0
ViT5-base,RAG,31,False,Sự bất cập trong việc truyền thông tin từ Washington đến các đảo Hawaii là gì?,"thông điệp này không được đánh dấu ""khẩn cấp"" nào vì thế nó được gửi đi theo thứ tự nhận được như các thông điệp khác","question: Vì sao những quân còn lại trên bờ Đề đốc Hứa Thế Hanh, Tổng binh Trương Triều Long, cùng quan quân phu dịch hơn vạn người đều chen nhau chết đuối? answer: Tôn Sĩ Nghị đoạt đường vượt sông Phú Lương, rồi lập tức chặt cầu phao để đoạn hậu","question: Vì sao quân địch dùng voi chở đại pháo xung phá quân ta? answer: những quân còn lại trên bờ, Đề đốc Hứa Thế Hanh, Tổng binh Trương Triều Long, cùng quan quân phu dịch hơn vạn người, đều chen nhau chết đuối",9.2621,0.2,0.0,13.8156,0.641,0.2763,0.0,0.0,0.2692
ViT5-base,RAG,32,False,Hai nước có mối thù lớn nhất trong đế quốc là nước nào?,Phổ và Áo,question: Sự kiện gì đã diễn ra vào ngày 16 tháng 12 năm 1740? answer: vua nước Phổ kéo 27 nghìn quân rời khỏi xứ Brandenburg đi đánh tỉnh Silesia của Vương triều Habsburg,question: Sự kiện gì đã diễn ra vào ngày 16 tháng 12 năm 1740? answer: vua nước Phổ kéo 27 nghìn quân rời khỏi xứ Brandenburg đi đánh tỉnh Silesia của Vương triều Habsburg,7.2387,0.1765,0.0,12.9971,0.651,0.2361,0.0,0.0,0.0769
ViT5-base,RAG,33,False,Mông Cổ đã có động thái như thế nào trước sự biến động tại Đông Âu và Liên Xô?,tiến hành cách mạng dân chủ hòa bình vào đầu năm 1990,question: Sự kiện nào đã diễn ra vào cuối tháng 1-1258? answer: nhà Trần tổ chức phản công và giành thắng lợi lớn ở Đông Bộ Đầu (Hà Nội),question: Sự kiện nào đã diễn ra vào cuối tháng 1-1258? answer: nhà Trần tổ chức phản công và giành thắng lợi lớn ở Đông Bộ Đầu (Hà Nội),6.3231,0.3235,0.0,15.6638,0.6858,0.5463,0.0,0.0,0.25
ViT5-base,RAG,34,False,"Trong Thế chiến I, tầng lớp nào ở Puerto Rico cùng với quân đội Mỹ chiến đấu?",thanh niên,question: Nhà nước Phù Nam được thành lập vào khoảng thời gian nào? answer: khoảng thế kỉ I,question: Nhà nước Phù Nam được thành lập vào khoảng thời gian nào? answer: khoảng thế kỉ I,4.5172,0.32,0.0,12.8869,0.6984,0.347,0.0,0.0,0.069
ViT5-base,RAG,35,False,Hiện tại ngành nào chiếm vai trò lớn trong nông nghiệp?,ngành chăn nuôi lấy sản phẩm từ thịt và sữa,"question: Nền kinh tế của Puerto Rico phát triển như thế nào? answer: phát triển đa dạng và nhấn mạnh các ngành hóa dầu, dược phẩm và khoa học công nghệ","question: Nền kinh tế của Puerto Rico phát triển như thế nào? answer: phát triển đa dạng và nhấn mạnh các ngành hóa dầu, dược phẩm và khoa học công nghệ",6.1189,0.2353,0.0,20.7314,0.6877,0.3709,0.0,0.0,0.2388
ViT5-base,RAG,36,False,Khó khăn mà New Deal lần thứ hai phải đối mặt đó là gì?,cộng đồng thương mại,question: Ai là người lãnh đạo Liên đoàn Tự do Mỹ? answer: Al Smith,question: Ai là người lãnh đạo Liên đoàn Tự do Mỹ? answer: Al Smith,4.6911,0.1714,0.0,9.4017,0.6532,0.2035,0.0,0.0,0.16
ViT5-base,RAG,37,False,Các quốc gia nào có số dân di cư đến Canada nhiều nhất?,Nam Á,"question: Dân số thổ dân của Canada tăng trưởng bao nhiêu lần so với năm 2016? answer: 18,4%",question: Dân tộc nào chiếm đa số trong dân số Canada vào năm 2007? answer: Nam Á,4.3729,0.3404,0.0,18.5513,0.6916,0.6309,0.0,0.0,0.0833
ViT5-base,RAG,38,False,Penn và Teller đã tấn công Gandhi thông qua chương trình gì?,"""Bullshit!"" (""Holier than Thou"")","question: Ai là tác giả của chương trình ""Bullshit!""? answer: Penn và Teller","question: Ai là tác giả của chương trình ""Bullshit!""? answer: Penn và Teller",3.8779,0.3636,0.0,43.6784,0.7205,0.5284,0.0,0.0,0.0952
ViT5-base,RAG,39,False,Hofburg là tên gọi của thứ gì?,Trong các gian phòng và các hành lang của cung điện cổ,question: Nội dung cải cách của triều đình nhà Nguyễn là gì? answer: Mọi chi tiết trong đời sống hàng ngày của Hoàng đế ở triều đình đế quốc được đặt ra để thể hiện địa vị cao cả của ông,"question: Những người nghe được phải thực hiện nghi lễ gì? answer: Khi tên của ông được thốt ra, ngay cả lúc ông đang ở trong một gian phòng khác, những người nghe được phải thực hiện nghi lễ tương tự",7.855,0.1875,0.0,12.5613,0.6659,0.2323,0.0,0.0,0.2632
ViT5-base,RAG,40,False,Gandhi đã tranh luận rất dai dẳng với ai?,Rabindranath Tagore,"question: Ấn Độ có những tôn giáo nào? answer: Hin-đu giáo, Phật giáo, đồng thời cũng là nơi du nhập và phát triển của Hồi giáo","question: Ấn Độ có những tôn giáo nào? answer: Hin-đu giáo, Phật giáo, đồng thời cũng là nơi du nhập và phát triển của Hồi giáo",6.6486,0.1852,0.0,10.3667,0.6518,0.3312,0.0,0.0,0.0
ViT5-base,RAG,41,False,Khi nào dự án tiêm vắc-xin miễn phí cho các nước đang phát triển được triển khai?,tháng 2 năm 2007,"question: Mục đích của dự án 1,5 tỷ đô la Mỹ là gì? answer: giúp đỡ phát triển vắc-xin cho các quốc gia đang phát triển, và kêu gọi các quốc gia khác cùng tham gia","question: Mục đích của dự án 1,5 tỷ đô la Mỹ là gì? answer: giúp đỡ phát triển vắc-xin cho các quốc gia đang phát triển",6.1876,0.4051,0.0,36.4134,0.7486,0.6968,0.0,0.0,0.0952
